artigo;datahora;Produto / Situação / Cor / Desenho / Variante;Previsão;Estoque;Pedidos;Disponível;arquivo_origem
23;2026-01-21 13:18:32;000023VELUDO BOUCLE NICE / 001TINTO /0005757 - MALVA / 00000LISO/00000Padrao / 0005757 - MALVA;Pronta entrega;8.170,20;120,00;8.050,20;produto_23_20260121_131832.csv
23;2026-01-21 13:18:32;000023VELUDO BOUCLE NICE / 001TINTO /0005858 - PRATA / 00000LISO/00000Padrao / 0005858 - PRATA;Pronta entrega;0,00;0,00;0,00;produto_23_20260121_131832.csv
23;2026-01-21 13:18:32;000023VELUDO BOUCLE NICE / 001TINTO /0006161 - PALHA / 00000LISO/00000Padrao / 0006161 - PALHA;Pronta entrega;9.976,30;231,50;9.744,80;produto_23_20260121_131832.csv
24;2026-01-21 13:18:44;000024VELUDO BRONZE / 001TINTO /000022 - CAPPUCINO / 00000LISO/00000Padrao / 000022 - CAPPUCINO;Pronta entrega;46,70;0,00;46,70;produto_24_20260121_131844.csv
24;2026-01-21 13:18:44;000024VELUDO BRONZE / 001TINTO /000088 - GREY / 00000LISO/00000Padrao / 000088 - GREY;Pronta entrega;996,10;0,00;996,10;produto_24_20260121_131844.csv
27;2026-01-21 13:18:55;000027COLORADO / 001TINTO /0005959 - CHUMBO / 00000LISO/00000Padrao / 0005959 - CHUMBO;Pronta entrega;461,70;0,00;461,70;produto_27_20260121_131855.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0001515 - ICE / 00000LISO/00000Padrao / 0001515 - ICE;23/03/2026;3.800,00;0,00;3.800,00;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0002828- TABACO / 00000LISO/00000Padrao / 0002828- TABACO;23/03/2026;2.000,00;0,00;2.000,00;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0003232 - GRAFITE / 00000LISO/00000Padrao / 0003232 - GRAFITE;23/03/2026;25.000,00;0,00;25.000,00;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0004040 - CASTOR / 00000LISO/00000Padrao / 0004040 - CASTOR;23/03/2026;2.300,00;0,00;2.300,00;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0005656 - NATURAL / 00000LISO/00000Padrao / 0005656 - NATURAL;23/03/2026;30.000,00;0,00;30.000,00;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0005959 - CHUMBO / 00000LISO/00000Padrao / 0005959 - CHUMBO;23/03/2026;6.000,00;0,00;6.000,00;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0006666 - CRU / 00000LISO/00000Padrao / 0006666 - CRU;23/03/2026;1.900,00;0,00;1.900,00;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0001515 - ICE / 00000LISO/00000Padrao / 0001515 - ICE;Pronta entrega;11.622,50;620,00;11.002,50;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0002828- TABACO / 00000LISO/00000Padrao / 0002828- TABACO;Pronta entrega;1.119,30;220,00;899,30;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0003232 - GRAFITE / 00000LISO/00000Padrao / 0003232 - GRAFITE;Pronta entrega;63.840,20;870,00;62.970,20;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0003434 - MARINHO / 00000LISO/00000Padrao / 0003434 - MARINHO;Pronta entrega;10.449,10;120,00;10.329,10;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0004040 - CASTOR / 00000LISO/00000Padrao / 0004040 - CASTOR;Pronta entrega;7.518,10;120,00;7.398,10;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0005656 - NATURAL / 00000LISO/00000Padrao / 0005656 - NATURAL;Pronta entrega;63.164,60;528,90;62.635,70;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0005959 - CHUMBO / 00000LISO/00000Padrao / 0005959 - CHUMBO;Pronta entrega;6.337,50;920,00;5.417,50;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0006363 - BEGE / 00000LISO/00000Padrao / 0006363 - BEGE;Pronta entrega;13.325,30;570,00;12.755,30;produto_28_20260121_131906.csv
28;2026-01-21 13:19:06;000028BELGA / 001TINTO /0006666 - CRU / 00000LISO/00000Padrao / 0006666 - CRU;Pronta entrega;8.481,70;320,00;8.161,70;produto_28_20260121_131906.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /000055 - BLACK / 00000LISO/00000Padrao / 000055 - BLACK;12/02/2026;49.400,00;0,00;49.400,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0001313 - CHOCOLATE / 00000LISO/00000Padrao / 0001313 - CHOCOLATE;12/02/2026;17.800,00;0,00;17.800,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0001414 - DARK GREY / 00000LISO/00000Padrao / 0001414 - DARK GREY;12/02/2026;27.696,00;0,00;27.696,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0001515 - ICE / 00000LISO/00000Padrao / 0001515 - ICE;12/02/2026;24.200,00;0,00;24.200,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0003434 - MARINHO / 00000LISO/00000Padrao / 0003434 - MARINHO;12/02/2026;11.800,00;0,00;11.800,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0006969 - BRANCO / 00000LISO/00000Padrao / 0006969 - BRANCO;12/02/2026;21.200,00;0,00;21.200,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /000055 - BLACK / 00000LISO/00000Padrao / 000055 - BLACK;Pronta entrega;24.100,00;0,00;24.100,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /000077 - RED / 00000LISO/00000Padrao / 000077 - RED;Pronta entrega;2.999,00;0,00;2.999,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0001313 - CHOCOLATE / 00000LISO/00000Padrao / 0001313 - CHOCOLATE;Pronta entrega;39.843,00;0,00;39.843,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0001414 - DARK GREY / 00000LISO/00000Padrao / 0001414 - DARK GREY;Pronta entrega;7.812,00;800,00;7.012,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0001515 - ICE / 00000LISO/00000Padrao / 0001515 - ICE;Pronta entrega;19.418,00;0,00;19.418,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0001717 - MARSALA / 00000LISO/00000Padrao / 0001717 - MARSALA;Pronta entrega;6.013,00;0,00;6.013,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0003434 - MARINHO / 00000LISO/00000Padrao / 0003434 - MARINHO;Pronta entrega;62,00;0,00;62,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0004040 - CASTOR / 00000LISO/00000Padrao / 0004040 - CASTOR;Pronta entrega;1.600,00;0,00;1.600,00;produto_29_20260121_131918.csv
29;2026-01-21 13:19:18;000029MICRO SIDE / 001TINTO /0006969 - BRANCO / 00000LISO/00000Padrao / 0006969 - BRANCO;Pronta entrega;16.600,00;0,00;16.600,00;produto_29_20260121_131918.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /000022 - CAPPUCINO / 00000LISO/00000Padrao / 000022 - CAPPUCINO;23/02/2026;11.689,80;0,00;11.689,80;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /000055 - BLACK / 00000LISO/00000Padrao / 000055 - BLACK;23/02/2026;5.109,30;0,00;5.109,30;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /000066 - DARK BROWN / 00000LISO/00000Padrao / 000066 - DARK BROWN;23/02/2026;9.905,40;0,00;9.905,40;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0001111 - BEIGE / 00000LISO/00000Padrao / 0001111 - BEIGE;23/02/2026;12.322,70;0,00;12.322,70;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0001212 - IVORY / 00000LISO/00000Padrao / 0001212 - IVORY;23/02/2026;7.330,90;0,00;7.330,90;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0001313 - CHOCOLATE / 00000LISO/00000Padrao / 0001313 - CHOCOLATE;23/02/2026;12.422,30;0,00;12.422,30;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0002020 - WINE / 00000LISO/00000Padrao / 0002020 - WINE;23/02/2026;1.462,30;0,00;1.462,30;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0002626 - BLUE NIGHT / 00000LISO/00000Padrao / 0002626 - BLUE NIGHT;23/02/2026;1.520,00;0,00;1.520,00;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0002929 - TERRA COTA / 00000LISO/00000Padrao / 0002929 - TERRA COTA;23/02/2026;1.306,00;0,00;1.306,00;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0003737 - GRANITO / 00000LISO/00000Padrao / 0003737 - GRANITO;23/02/2026;1.480,80;0,00;1.480,80;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0005353 - CINZA NANQUIM / 00000LISO/00000Padrao / 0005353 - CINZA NANQUIM;23/02/2026;17.592,40;0,00;17.592,40;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /000022 - CAPPUCINO / 00000LISO/00000Padrao / 000022 - CAPPUCINO;Pronta entrega;20.701,30;1.880,00;18.821,30;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /000055 - BLACK / 00000LISO/00000Padrao / 000055 - BLACK;Pronta entrega;2.647,00;180,00;2.467,00;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /000066 - DARK BROWN / 00000LISO/00000Padrao / 000066 - DARK BROWN;Pronta entrega;14.210,80;1.830,00;12.380,80;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0001111 - BEIGE / 00000LISO/00000Padrao / 0001111 - BEIGE;Pronta entrega;26.785,60;330,00;26.455,60;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0001212 - IVORY / 00000LISO/00000Padrao / 0001212 - IVORY;Pronta entrega;19.634,10;380,00;19.254,10;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0001313 - CHOCOLATE / 00000LISO/00000Padrao / 0001313 - CHOCOLATE;Pronta entrega;24.180,30;360,00;23.820,30;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0002020 - WINE / 00000LISO/00000Padrao / 0002020 - WINE;Pronta entrega;2.892,00;180,00;2.712,00;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0002626 - BLUE NIGHT / 00000LISO/00000Padrao / 0002626 - BLUE NIGHT;Pronta entrega;7.484,00;230,00;7.254,00;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0002929 - TERRA COTA / 00000LISO/00000Padrao / 0002929 - TERRA COTA;Pronta entrega;4.356,80;180,00;4.176,80;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0003737 - GRANITO / 00000LISO/00000Padrao / 0003737 - GRANITO;Pronta entrega;5.088,20;980,00;4.108,20;produto_30_20260121_131929.csv
30;2026-01-21 13:19:29;000030VELUDO DIAMOND / 001TINTO /0005353 - CINZA NANQUIM / 00000LISO/00000Padrao / 0005353 - CINZA NANQUIM;Pronta entrega;27.992,80;180,00;27.812,80;produto_30_20260121_131929.csv
